Dex Number,Name,Generation,Status,Species,Stat Total,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Type,Ability,Hidden Ability,Image
722,Rowlet,7,Normal,Grass Quill Pokémon,320,68,55,55,50,50,42,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Overgrow,Long Reach,![/assets/home_images/rowlet.png](/assets/home_images/rowlet.png)
723,Dartrix,7,Normal,Blade Quill Pokémon,420,78,75,75,70,70,52,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Overgrow,Long Reach,![/assets/home_images/dartrix.png](/assets/home_images/dartrix.png)
724,Decidueye,7,Normal,Arrow Quill Pokémon,530,78,107,75,100,100,70,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg),Overgrow,Long Reach,![/assets/home_images/decidueye.png](/assets/home_images/decidueye.png)
724,Hisuian Decidueye,7,Normal,Arrow Quill Pokémon,530,88,112,80,95,95,60,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg)![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Overgrow,Long Reach,![/assets/home_images/decidueye-hisuian.png](/assets/home_images/decidueye-hisuian.png)
725,Litten,7,Normal,Fire Cat Pokémon,320,45,65,40,60,40,70,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Blaze,Intimidate,![/assets/home_images/litten.png](/assets/home_images/litten.png)
726,Torracat,7,Normal,Fire Cat Pokémon,420,65,85,50,80,50,90,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Blaze,Intimidate,![/assets/home_images/torracat.png](/assets/home_images/torracat.png)
727,Incineroar,7,Normal,Heel Pokémon,530,95,115,90,80,90,60,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Dark_Type_Icon.svg](/assets/type_icons/Dark_Type_Icon.svg),Blaze,Intimidate,![/assets/home_images/incineroar.png](/assets/home_images/incineroar.png)
728,Popplio,7,Normal,Sea Lion Pokémon,320,50,54,54,66,56,40,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Torrent,Liquid Voice,![/assets/home_images/popplio.png](/assets/home_images/popplio.png)
729,Brionne,7,Normal,Pop Star Pokémon,420,60,69,69,91,81,50,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Torrent,Liquid Voice,![/assets/home_images/brionne.png](/assets/home_images/brionne.png)
730,Primarina,7,Normal,Soloist Pokémon,530,80,74,74,126,116,60,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Torrent,Liquid Voice,![/assets/home_images/primarina.png](/assets/home_images/primarina.png)
731,Pikipek,7,Normal,Woodpecker Pokémon,265,35,75,30,30,30,65,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Keen Eye / Skill Link,Pickup,![/assets/home_images/pikipek.png](/assets/home_images/pikipek.png)
732,Trumbeak,7,Normal,Bugle Beak Pokémon,355,55,85,50,40,50,75,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Keen Eye / Skill Link,Pickup,![/assets/home_images/trumbeak.png](/assets/home_images/trumbeak.png)
733,Toucannon,7,Normal,Cannon Pokémon,485,80,120,75,75,75,60,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Keen Eye / Skill Link,Sheer Force,![/assets/home_images/toucannon.png](/assets/home_images/toucannon.png)
734,Yungoos,7,Normal,Loitering Pokémon,253,48,70,30,30,30,45,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Strong Jaw / Stakeout,Adaptability,![/assets/home_images/yungoos.png](/assets/home_images/yungoos.png)
735,Gumshoos,7,Normal,Stakeout Pokémon,418,88,110,60,55,60,45,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Strong Jaw / Stakeout,Adaptability,![/assets/home_images/gumshoos.png](/assets/home_images/gumshoos.png)
736,Grubbin,7,Normal,Larva Pokémon,300,47,62,45,55,45,46,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Swarm,-,![/assets/home_images/grubbin.png](/assets/home_images/grubbin.png)
737,Charjabug,7,Normal,Battery Pokémon,400,57,82,95,55,75,36,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Battery,-,![/assets/home_images/charjabug.png](/assets/home_images/charjabug.png)
738,Vikavolt,7,Normal,Stag Beetle Pokémon,500,77,70,90,145,75,43,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg),Levitate,-,![/assets/home_images/vikavolt.png](/assets/home_images/vikavolt.png)
739,Crabrawler,7,Normal,Boxing Pokémon,338,47,82,57,42,47,63,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Hyper Cutter / Iron Fist,Anger Point,![/assets/home_images/crabrawler.png](/assets/home_images/crabrawler.png)
740,Crabominable,7,Normal,Woolly Crab Pokémon,478,97,132,77,62,67,43,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg) ![/assets/type_icons/Ice_Type_Icon.svg](/assets/type_icons/Ice_Type_Icon.svg),Hyper Cutter / Iron Fist,Anger Point,![/assets/home_images/crabominable.png](/assets/home_images/crabominable.png)
741,Oricorio Baile Style,7,Normal,Dancing Pokémon,476,75,70,70,98,70,93,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Dancer,-,![/assets/home_images/oricorio-baile.png](/assets/home_images/oricorio-baile.png)
741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,476,75,70,70,98,70,93,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Dancer,-,![/assets/home_images/oricorio-pom-pom.png](/assets/home_images/oricorio-pom-pom.png)
741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,476,75,70,70,98,70,93,![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Dancer,-,![/assets/home_images/oricorio-pau.png](/assets/home_images/oricorio-pau.png)
741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,476,75,70,70,98,70,93,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Dancer,-,![/assets/home_images/oricorio-sensu.png](/assets/home_images/oricorio-sensu.png)
742,Cutiefly,7,Normal,Bee Fly Pokémon,304,40,45,40,55,40,84,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Honey Gather / Shield Dust,Sweet Veil,![/assets/home_images/cutiefly.png](/assets/home_images/cutiefly.png)
743,Ribombee,7,Normal,Bee Fly Pokémon,464,60,55,60,95,70,124,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Honey Gather / Shield Dust,Sweet Veil,![/assets/home_images/ribombee.png](/assets/home_images/ribombee.png)
744,Rockruff,7,Normal,Puppy Pokémon,280,45,65,40,30,40,60,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Keen Eye / Vital Spirit,Steadfast,![/assets/home_images/rockruff.png](/assets/home_images/rockruff.png)
744,Own Tempo Rockruff,7,Normal,Puppy Pokémon,280,45,65,40,30,40,60,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Own Tempo,-,![/assets/home_images/rockruff-own-tempo.png](/assets/home_images/rockruff-own-tempo.png)
745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,487,75,115,65,55,65,112,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Keen Eye / Sand Rush,Steadfast,![/assets/home_images/lycanroc-midday.png](/assets/home_images/lycanroc-midday.png)
745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,487,85,115,75,55,75,82,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Keen Eye / Vital Spirit,No Guard,![/assets/home_images/lycanroc-midnight.png](/assets/home_images/lycanroc-midnight.png)
745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,487,75,117,65,55,65,110,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg),Tough Claws,-,![/assets/home_images/lycanroc-dusk.png](/assets/home_images/lycanroc-dusk.png)
746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,175,45,20,20,25,25,40,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Schooling,-,![/assets/home_images/wishiwashi-solo.png](/assets/home_images/wishiwashi-solo.png)
746,Wishiwashi School Form,7,Normal,Small Fry Pokémon,620,45,140,130,140,135,30,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Schooling,-,![/assets/home_images/wishiwashi-school.png](/assets/home_images/wishiwashi-school.png)
747,Mareanie,7,Normal,Brutal Star Pokémon,305,50,53,62,43,52,45,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Merciless / Limber,Regenerator,![/assets/home_images/mareanie.png](/assets/home_images/mareanie.png)
748,Toxapex,7,Normal,Brutal Star Pokémon,495,50,63,152,53,142,35,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Merciless / Limber,Regenerator,![/assets/home_images/toxapex.png](/assets/home_images/toxapex.png)
749,Mudbray,7,Normal,Donkey Pokémon,385,70,100,70,45,55,45,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Own Tempo / Stamina,Inner Focus,![/assets/home_images/mudbray.png](/assets/home_images/mudbray.png)
750,Mudsdale,7,Normal,Draft Horse Pokémon,500,100,125,100,55,85,35,![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Own Tempo / Stamina,Inner Focus,![/assets/home_images/mudsdale.png](/assets/home_images/mudsdale.png)
751,Dewpider,7,Normal,Water Bubble Pokémon,269,38,40,52,40,72,27,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Water Bubble,Water Absorb,![/assets/home_images/dewpider.png](/assets/home_images/dewpider.png)
752,Araquanid,7,Normal,Water Bubble Pokémon,454,68,70,92,50,132,42,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg),Water Bubble,Water Absorb,![/assets/home_images/araquanid.png](/assets/home_images/araquanid.png)
753,Fomantis,7,Normal,Sickle Grass Pokémon,250,40,55,35,50,35,35,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Leaf Guard,Contrary,![/assets/home_images/fomantis.png](/assets/home_images/fomantis.png)
754,Lurantis,7,Normal,Bloom Sickle Pokémon,480,70,105,90,80,90,45,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Leaf Guard,Contrary,![/assets/home_images/lurantis.png](/assets/home_images/lurantis.png)
755,Morelull,7,Normal,Illuminating Pokémon,285,40,35,55,65,75,15,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Illuminate / Effect Spore,Rain Dish,![/assets/home_images/morelull.png](/assets/home_images/morelull.png)
756,Shiinotic,7,Normal,Illuminating Pokémon,405,60,45,80,90,100,30,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Illuminate / Effect Spore,Rain Dish,![/assets/home_images/shiinotic.png](/assets/home_images/shiinotic.png)
757,Salandit,7,Normal,Toxic Lizard Pokémon,320,48,44,40,71,40,77,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Corrosion,Oblivious,![/assets/home_images/salandit.png](/assets/home_images/salandit.png)
758,Salazzle,7,Normal,Toxic Lizard Pokémon,480,68,64,60,111,60,117,![/assets/type_icons/Poison_Type_Icon.svg](/assets/type_icons/Poison_Type_Icon.svg) ![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg),Corrosion,Oblivious,![/assets/home_images/salazzle.png](/assets/home_images/salazzle.png)
759,Stufful,7,Normal,Flailing Pokémon,340,70,75,50,45,50,50,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Fluffy / Klutz,Cute Charm,![/assets/home_images/stufful.png](/assets/home_images/stufful.png)
760,Bewear,7,Normal,Strong Arm Pokémon,500,120,125,80,55,60,60,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Fluffy / Klutz,Unnerve,![/assets/home_images/bewear.png](/assets/home_images/bewear.png)
761,Bounsweet,7,Normal,Fruit Pokémon,210,42,30,38,30,38,32,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Leaf Guard / Oblivious,Sweet Veil,![/assets/home_images/bounsweet.png](/assets/home_images/bounsweet.png)
762,Steenee,7,Normal,Fruit Pokémon,290,52,40,48,40,48,62,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Leaf Guard / Oblivious,Sweet Veil,![/assets/home_images/steenee.png](/assets/home_images/steenee.png)
763,Tsareena,7,Normal,Fruit Pokémon,510,72,120,98,50,98,72,![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Leaf Guard / Queenly Majesty,Sweet Veil,![/assets/home_images/tsareena.png](/assets/home_images/tsareena.png)
764,Comfey,7,Normal,Posy Picker Pokémon,485,51,52,90,82,110,100,![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Flower Veil / Triage,Natural Cure,![/assets/home_images/comfey.png](/assets/home_images/comfey.png)
765,Oranguru,7,Normal,Sage Pokémon,490,90,60,80,90,110,60,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Inner Focus / Telepathy,Symbiosis,![/assets/home_images/oranguru.png](/assets/home_images/oranguru.png)
766,Passimian,7,Normal,Teamwork Pokémon,490,100,120,90,40,60,80,![/assets/type_icons/Fighting_Type_Icon.svg](/assets/type_icons/Fighting_Type_Icon.svg),Receiver,Defiant,![/assets/home_images/passimian.png](/assets/home_images/passimian.png)
767,Wimpod,7,Normal,Turn Tail Pokémon,230,25,35,40,20,30,80,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Wimp Out,-,![/assets/home_images/wimpod.png](/assets/home_images/wimpod.png)
768,Golisopod,7,Normal,Hard Scale Pokémon,530,75,125,140,60,90,40,![/assets/type_icons/Bug_Type_Icon.svg](/assets/type_icons/Bug_Type_Icon.svg) ![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Emergency Exit,-,![/assets/home_images/golisopod.png](/assets/home_images/golisopod.png)
769,Sandygast,7,Normal,Sand Heap Pokémon,320,55,55,80,70,45,15,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Water Compaction,Sand Veil,![/assets/home_images/sandygast.png](/assets/home_images/sandygast.png)
770,Palossand,7,Normal,Sand Castle Pokémon,480,85,75,110,100,75,35,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Ground_Type_Icon.svg](/assets/type_icons/Ground_Type_Icon.svg),Water Compaction,Sand Veil,![/assets/home_images/palossand.png](/assets/home_images/palossand.png)
771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,410,55,60,130,30,130,5,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg),Innards Out,Unaware,![/assets/home_images/pyukumuku.png](/assets/home_images/pyukumuku.png)
772,Type: Null,7,Sub Legendary,Synthetic Pokémon,534,95,95,95,95,95,59,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Battle Armor,-,![/assets/home_images/type-null.png](/assets/home_images/type-null.png)
773,Silvally,7,Sub Legendary,Synthetic Pokémon,570,95,95,95,95,95,95,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),RKS System,-,![/assets/home_images/silvally.png](/assets/home_images/silvally.png)
774,Minior Meteor Form,7,Normal,Meteor Pokémon,440,60,60,100,60,100,60,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Shields Down,-,![/assets/home_images/minior-meteor.png](/assets/home_images/minior-meteor.png)
774,Minior Core Form,7,Normal,Meteor Pokémon,500,60,100,60,100,60,120,![/assets/type_icons/Rock_Type_Icon.svg](/assets/type_icons/Rock_Type_Icon.svg) ![/assets/type_icons/Flying_Type_Icon.svg](/assets/type_icons/Flying_Type_Icon.svg),Shields Down,-,![/assets/home_images/minior-core.png](/assets/home_images/minior-core.png)
775,Komala,7,Normal,Drowsing Pokémon,480,65,115,65,75,95,65,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg),Comatose,-,![/assets/home_images/komala.png](/assets/home_images/komala.png)
776,Turtonator,7,Normal,Blast Turtle Pokémon,485,60,78,135,91,85,36,![/assets/type_icons/Fire_Type_Icon.svg](/assets/type_icons/Fire_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Shell Armor,-,![/assets/home_images/turtonator.png](/assets/home_images/turtonator.png)
777,Togedemaru,7,Normal,Roly-Poly Pokémon,435,65,98,63,40,73,96,![/assets/type_icons/Electric_Type_Icon.svg](/assets/type_icons/Electric_Type_Icon.svg) ![/assets/type_icons/Steel_Type_Icon.svg](/assets/type_icons/Steel_Type_Icon.svg),Iron Barbs / Lightning Rod,Sturdy,![/assets/home_images/togedemaru.png](/assets/home_images/togedemaru.png)
778,Mimikyu,7,Normal,Disguise Pokémon,476,55,90,80,50,105,96,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Fairy_Type_Icon.svg](/assets/type_icons/Fairy_Type_Icon.svg),Disguise,-,![/assets/home_images/mimikyu.png](/assets/home_images/mimikyu.png)
779,Bruxish,7,Normal,Gnash Teeth Pokémon,475,68,105,70,70,70,92,![/assets/type_icons/Water_Type_Icon.svg](/assets/type_icons/Water_Type_Icon.svg) ![/assets/type_icons/Psychic_Type_Icon.svg](/assets/type_icons/Psychic_Type_Icon.svg),Dazzling / Strong Jaw,Wonder Skin,![/assets/home_images/bruxish.png](/assets/home_images/bruxish.png)
780,Drampa,7,Normal,Placid Pokémon,485,78,60,85,135,91,36,![/assets/type_icons/Normal_Type_Icon.svg](/assets/type_icons/Normal_Type_Icon.svg) ![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Berserk / Sap Sipper,Cloud Nine,![/assets/home_images/drampa.png](/assets/home_images/drampa.png)
781,Dhelmise,7,Normal,Sea Creeper Pokémon,517,70,131,100,86,90,40,![/assets/type_icons/Ghost_Type_Icon.svg](/assets/type_icons/Ghost_Type_Icon.svg) ![/assets/type_icons/Grass_Type_Icon.svg](/assets/type_icons/Grass_Type_Icon.svg),Steelworker,-,![/assets/home_images/dhelmise.png](/assets/home_images/dhelmise.png)
782,Jangmo-o,7,Normal,Scaly Pokémon,300,45,55,65,45,45,45,![/assets/type_icons/Dragon_Type_Icon.svg](/assets/type_icons/Dragon_Type_Icon.svg),Bulletproof / Soundproof,Overcoat,![/assets/home_images/jangmo-o.png](/assets/home_images/jangmo-o.png)
